GeneID,C1,C2,C3,C4,C5,T1,T2,T3,T4,T5
kKcpudHO1xMw,39880000,37650000,39840000,40410000,36220000,15270000,14840000,15130000,14170000,14190000
zPNc8SUhg8JN,33910000,34630000,37650000,3.8e+07,33550000,2525000,2297000,1676000,1435000,1495000
YPrWRmIl8mVx,1780000,1835000,1925000,1963000,1763000,379100,331400,330200,355000,322300
wzLEL7hhSK3b,3165000,3178000,3345000,3392000,3064000,755600,753300,653300,670100,718300
ezVwaN1ocf7M,7144000,6757000,6959000,7099000,6563000,1275000,1139000,1136000,1081000,1049000
qRHnz4D3htV6,11260000,11230000,11740000,11540000,10720000,4343000,4222000,3992000,3878000,4055000
nCi8jpib8V3a,7662000,7471000,7825000,7843000,7108000,2931000,2813000,2726000,2673000,2764000
eSvHjQzvRCzS,1488000,1375000,1558000,1588000,1456000,364200,331600,342700,312000,312700
j9dWiu5c5keT,2658000,2547000,2729000,2808000,2501000,1305000,1280000,1310000,1187000,1231000
17rg86bqplhc,7007000,6789000,7046000,7349000,6487000,2381000,2352000,2331000,2294000,2303000
hq7ANPTaaE4E,965500,919200,931900,958600,882800,185000,162300,154100,150200,149700
R7u3DX6HNa5F,3907000,3756000,3945000,3885000,3722000,1506000,1443000,1408000,1352000,1378000
sseHyn3O3DGB,3910000,3730000,3922000,4095000,3607000,1299000,1350000,1303000,1239000,1301000
VwHeX79DJb2E,1603000,1607000,1697000,1749000,1662000,459400,468600,444400,448000,420700
0d1PcTlNkD9x,16710000,15950000,17410000,17100000,15640000,4658000,4895000,4727000,4554000,4492000
kDDl8Qi1trQo,2739000,2635000,2779000,2834000,2679000,1138000,1092000,1070000,1011000,1003000
bXFjIdvojUxh,33630,34040,40510,36130,28320,4925,5691,6100,5429,4584
Bwf4ibiXlJDZ,12130000,11470000,12540000,12550000,11270000,2262000,2207000,2059000,1970000,1969000
jrx1x9BfaDZq,1206000,1199000,1266000,1242000,1158000,555600,576600,566100,545200,545000
qgpFq8liJtwJ,515300,522100,557000,573600,571500,45480,38000,39730,52340,36620
Ry28Th1axp4l,998600,999800,1073000,1006000,1091000,482500,496800,505100,459500,488700
4FBCqNgHQBXq,646300,635000,698200,675000,683000,344900,311400,311400,333700,314600
uxoFDhVm5l0M,5322000,4903000,5565000,5524000,4806000,459600,442300,333100,340400,335800
05m3vVG4Gnjq,2719000,2668000,2760000,2748000,2626000,101600,76780,31790,43830,35990
wYqIryJ4ODuS,14740000,13400000,14210000,14530000,12930000,223200,188100,60970,9871,55750
vZ9UB4w91mBc,998700,982600,1047000,1089000,975000,434300,396600,398600,358900,404300
QactcsFFYjuD,2186000,2087000,2200000,2253000,2114000,499800,446100,418100,419200,442300
0hULo82HMoaC,1160000,1234000,1252000,1282000,1257000,479700,504500,482000,435200,468100
CZ0tfFACSgBy,1053000,1103000,1169000,1169000,1143000,56530,31270,14810,11360,8862
613ZKogwKTpD,21430000,20320000,21290000,21760000,19830000,6296000,6269000,5910000,5583000,5720000
i9oTFL3wM2nY,4526000,4511000,4814000,4856000,4517000,1693000,1607000,1671000,1533000,1543000
bbqUynBOLkNC,1194000,1176000,1263000,1256000,1191000,342000,301500,347900,314400,308000
nwp7Hp6meubY,4622000,4645000,4806000,4620000,4457000,1369000,1415000,1394000,1365000,1315000
amfpHSMmRSDQ,3869000,3890000,4011000,3916000,3564000,1011000,955200,918400,895800,957500
5INrGvGbTnvu,3210000,3301000,3442000,3406000,3272000,743600,720900,663500,612600,665300
AOz9vJUQbdsy,312300,318000,325500,342600,306100,179800,176000,169400,159800,167300
FUGLUU3hKrom,1626000,1574000,1558000,1693000,1456000,23340,14770,15500,19880,18730
PCXFyX2duIjo,6387000,6137000,6386000,6389000,5970000,97170,43730,46150,25790,42070
cDJgwk0kbj5q,1241000,1179000,1248000,1291000,1169000,520200,519200,490900,519300,496400
941c5O6l478G,5657000,5448000,6027000,5803000,5503000,901000,799500,832900,725100,775200
K7wnuBMOh1Hr,4817000,4544000,4677000,4731000,4441000,131800,77300,18290,13810,13880
2QqrbZEgzg5U,1281000,1272000,1398000,1305000,1199000,644600,640200,609800,601800,613900
1KjyXEiBIxqM,2252000,2149000,2287000,2379000,2098000,630000,611000,612200,577800,581100
X71v192TGvxw,529400,507900,522000,554400,493300,523100,491900,573900,482400,520400
SwyhMOZRxFB4,2460000,2454000,2521000,2603000,2389000,1721000,1743000,1829000,1690000,1740000
qn05Tg3CWMXc,1466000,1437000,1412000,1527000,1425000,765200,792600,802500,765500,822500
6MZdJLNimCdv,248100,260500,248800,277800,232800,150200,145000,135800,122300,119100
gx33mKqpAQMr,403100,379700,410100,417300,384900,107700,100900,106400,102400,110500
ViNpTop7MpTf,864700,822400,896300,899100,836100,509100,518800,503500,473500,494000
BOov5PIGOI0R,111600,114100,119800,127700,117600,115300,107500,112700,101700,104500
0WkzZfWhtawx,1676000,1637000,1792000,1706000,1649000,1201000,1104000,1116000,1236000,1215000
KzEBo1CHLvE0,11270000,10750000,11280000,11900000,10770000,503200,374500,207100,202300,210300
MvQWMsT7U0GS,3152000,2865000,3146000,3087000,2752000,663700,640300,662200,592700,645700
HSZkEywsdWB5,186000,189900,200700,198100,199800,119600,110600,115400,111500,114400
HiUxhCHa5qp1,1749000,1679000,1799000,1855000,1672000,702200,692600,620500,601500,652500
wyqFxYIbp2l5,1866000,1836000,1997000,1948000,1823000,720700,665100,709400,680200,713300
uq3OLiqPyANj,319700,317600,316900,332500,343400,188200,190600,183700,172600,179700
YcWyD5i5Gzeb,366500,350600,400200,378000,371600,233000,238700,227600,220600,244600
popCqVjP6r6K,149800,139300,135500,152900,135300,8439,5148,2942,3744,6459
WyjSD8ePanNr,547700,572100,593900,608800,547700,35560,19600,9983,14580,15750
oll8EF6EOrZg,6254000,5874000,6217000,6235000,5685000,2248000,2227000,2284000,2007000,2008000
cAmOyvUqYaND,2807000,2823000,2954000,3067000,2683000,1807000,1759000,1730000,1591000,1701000
9oUSzr9PoT7j,1148000,1070000,1139000,1091000,1072000,261800,276800,236100,254700,262700
bEFzQOrA2uPt,1734000,1674000,1798000,1788000,1731000,679300,714700,652200,658700,637300
ZsVwsLLTjWM2,395600,382400,407600,425300,368900,293500,290600,312900,259200,302500
C5qx8j5U0uhb,2848000,2745000,2772000,2923000,2686000,1027000,959000,1025000,954500,1038000
oec1iweCdYTs,21180,24040,24200,24640,23920,15130,12250,15220,15760,15750
k1U4m1S0n4M2,984600,986900,1048000,1108000,1028000,473900,445400,455000,426200,448200
k3NelC4blUZA,916500,883900,976800,961200,890600,82510,63980,49570,48390,56710
eWLMSoF8eSnG,3399000,3342000,3383000,3476000,3311000,42680,46910,67400,17190,18430
NGuLtHKN6ZaW,314500,310500,324600,360600,303900,167400,157600,161300,160000,168400
olJQfbUDB5k8,10350000,10040000,10780000,10670000,9329000,417900,462900,169400,218500,241300
NdX8UU2Rp2EB,2468000,2310000,2493000,2345000,2293000,651200,681000,597600,614200,622200
2qWjy3aemESj,485700,499000,507700,508300,481000,145200,137300,130200,117500,145700
oZtHe9OGPRsH,22020000,21230000,22380000,22170000,19970000,3620000,3586000,3340000,3120000,3176000
wfqr6jWWpGWw,1564000,1606000,1600000,1614000,1564000,442100,414300,400400,407900,415400
tbozv0VDaZvJ,950600,926800,965800,961000,953300,471500,467100,476500,477000,462100
Vdww9G3ZbCD8,16820000,16080000,17200000,16840000,15480000,4063000,3979000,3716000,3304000,3554000
WZ5qCi4OZtoK,588400,597800,621600,596300,618600,89150,93440,80930,85150,91260
mGWOSwBapphA,84090,86300,81250,87940,77710,31390,32190,31600,30570,26550
Q0tvvkgWgxgc,3267000,3281000,3292000,3290000,3090000,1697000,1753000,1806000,1651000,1734000
0V6Yq2yGITOi,340600,355900,351000,352600,371600,165300,166000,138100,129400,153700
WEfQRPqJ4Y3u,10290000,1e+07,10320000,10330000,9306000,5354000,5589000,5316000,5230000,5253000
0LkBBoOSmpmC,1237000,1176000,1280000,1332000,1214000,126800,112300,95950,84790,99850
b5QBl3BWQs9b,2283000,2272000,2286000,2355000,2195000,1117000,1085000,988200,1015000,1054000
Cy8f5lr9ej7h,910000,905800,970400,960700,889500,296700,245300,266900,263000,275200
pbvy8Ee8xjYh,2907000,2738000,2823000,2955000,2677000,824700,796700,815200,829400,831800
u6JxtQcd4ok5,6805000,6513000,6985000,7027000,6234000,1318000,1350000,1237000,1173000,1227000
LCnAXVed2DIi,729400,694000,724300,710100,709000,210000,212300,209200,244200,227600
syFO8jWuJpK5,2565000,2464000,2616000,2632000,2412000,846200,775200,732800,676500,775100
HZfJABC25Pyc,1482000,1419000,1508000,1538000,1346000,79670,78980,62210,41040,52670
i3st2c7rCL3m,1481000,1392000,1529000,1481000,1416000,391400,403200,387800,353400,349400
SeCHvc4Kh8OW,689700,648900,710200,718000,656600,491700,483800,512700,469800,487400
uwxrBulJZjOY,445900,452700,493400,501100,462700,228100,195600,216500,204700,212900
jkcNiX5ICkki,922600,893800,992200,989400,886700,370700,338200,304700,330600,279300
FEkmWpWkKcZB,62430,60130,58820,63290,61360,2536,2680,1776,1202,2580
m76jZ1VckKFp,145300,163900,161000,191000,164700,39440,41420,38180,38360,41740
zi5Tp8BVHHRo,1978000,1896000,2046000,2040000,1872000,930900,989000,896800,906100,907200
7kJc0ejOOSEQ,2772000,2623000,2846000,2871000,2559000,119500,86780,41580,59160,58990
ClC8HDhDp7P2,23830,24180,26300,23980,22500,1838,1456,1551,425.2,1483
amlqZMmcqeJX,1284000,1203000,1354000,1311000,1229000,357200,342700,331900,332200,324700
YsIQKuj0DMkv,896600,906600,919800,945500,896200,570200,595800,593400,556000,515900
8vxkS6xaPuTc,476400,490000,508200,528000,489500,274800,220300,250500,228300,222100
XbILruyX4o8F,1653000,1619000,1569000,1669000,1613000,599200,545400,555200,500200,535700
GIDegnNVNf30,286600,271300,293100,313000,270700,17200,9786,7652,5720,6258
xQj1mqrJx2BP,888700,902200,914000,912700,949100,92590,79280,52590,52680,58470
6FvSMtV5pZm6,195900,196600,212900,198700,206100,158100,147100,144600,152800,135900
LToKWPF9lJR6,78660,79730,79720,81110,79080,15640,13680,15200,15240,11910
r4SafvzBVrNt,522900,525100,584400,580300,550100,223700,227300,204500,177900,198300
CF3pogrUKUnp,94020,94470,97520,96320,98430,20120,20790,14040,20160,16950
60GxNZn97VLU,6223000,6141000,6322000,6553000,6118000,2539000,2537000,2286000,2411000,2470000
z13IBLiGbMer,2927000,2957000,3067000,3079000,2950000,835500,830100,762000,730700,759300
xrouL9Wy0831,482100,470500,486200,511100,471700,19200,16980,8994,9532,11540
7li91Owiz9T0,2517000,2425000,2583000,2606000,2383000,823000,822100,846100,757300,833200
15dAwJSjNpiV,1028000,958800,1031000,1044000,982700,417700,409900,420500,404000,403200
TxNJnqnHPmGu,2019000,1962000,2020000,2027000,1959000,368100,373500,343000,331400,350600
uvWLgxfenBn5,994100,1002000,1030000,1076000,975300,39610,36810,23820,23320,17770
h8x2ZiWqErv1,832100,823900,844000,852800,762700,269400,243600,221800,227400,234000
J8guuTYGEGQq,1698000,1671000,1766000,1794000,1690000,779300,810300,756700,790800,806800
N26wZlsq54Er,144200,134200,151800,154000,130900,5891,4662,3726,5404,2593
3TnJ6won9ngZ,1415000,1318000,1413000,1444000,1376000,371200,381700,311900,316600,323300
NyKN16iLKD7b,3948000,3969000,4238000,4334000,3965000,1003000,936200,874900,834400,863000
EhxzYKLrvaMc,144200,145500,156800,162500,145100,26860,27200,25310,22510,24910
MPL0cNFpcuR7,262500,262100,281000,278400,269900,175400,195400,183600,178400,182700
CuX6YD4aV6qE,5402000,5291000,5434000,5526000,5216000,2744000,2722000,2659000,2461000,2540000
echVWVToaze3,110300,114900,114100,117000,107200,11320,9879,10220,9517,9850
HZWF96hhlOzB,1046000,1067000,1140000,1151000,1104000,453900,434900,435100,414300,416000
lOM5Oh4E83Dg,4490000,4543000,4862000,4633000,4333000,1877000,1852000,1958000,1814000,1791000
wcUi4kyr7byQ,831300,810800,871900,852900,830300,459400,452600,451800,454200,473700
q6vVFhPsZ5aG,101700,108200,105800,117200,111300,122000,117800,131400,116500,123700
2yJN4w6NcHtb,280700,292200,312500,344000,310000,26660,27540,20170,14140,14740
HI8u5vkhPu6n,34820,37000,37960,39610,36380,2725,4020,4751,2378,2731
31eV88aqq6dV,2209000,2142000,2194000,2363000,2026000,235600,220900,239800,210200,178600
w7rN1k1CnldU,268100,264800,284100,280500,284900,97090,90300,92100,87420,97080
ityXsdB2FgYV,420600,434400,440200,441800,430100,252700,219500,221300,214500,215600
KHDot47K5FGe,829600,799400,846200,847900,821800,371300,355700,352800,353600,364400
qzpriGr0cXy4,69290,63160,67520,77640,64890,24800,27690,29900,26100,27350
luFQcXzgtsRX,1193000,1209000,1258000,1265000,1152000,51640,49500,2527,15050,14890
9IJOb31YJTLW,10370000,10120000,10120000,10950000,9574000,3356000,3377000,3227000,3394000,3329000
Pfrl4xJ7b8ma,306800,322100,301600,316700,309700,202100,200300,202000,203000,190200
YLjiyoCd0lej,656900,658700,707900,682800,650400,422100,392900,371100,385300,356000
NoWJINZXcqtV,6384000,6554000,6788000,6203000,6363000,386400,343100,266400,302100,295000
qiKaupRYC1VH,235500,257500,265300,270400,259500,78600,66220,73680,79800,75530
oxTiw04LMXvg,3175000,2977000,3144000,3118000,3065000,938800,905000,927500,975700,935700
h0kosFd8SDS8,4387000,4254000,4440000,4553000,4344000,1451000,1529000,1390000,1211000,1420000
3xYBQ4lDuR3F,1135000,1201000,1202000,1215000,1130000,75680,52360,38020,36440,29860
jcYUD8f3Hpaz,826800,821100,884600,870700,855400,490100,445200,429500,429700,451100
BevZa32iH1dE,2001000,1866000,2142000,2065000,1853000,70740,39620,9104,3229,3425
RcbKLw2oJ6Ks,934000,916900,940700,978400,992500,29880,20990,8868,7611,5196
fehZDQeQuJiC,1012000,997300,998100,1053000,1006000,432700,424300,430400,415300,421700
d0u7Qa54w8lh,117700,126000,133700,132200,135000,37050,29310,23130,32960,25540
JNgynBJIVhmh,641900,607900,662700,640400,610100,152100,147300,135000,135100,136500
voSAWl52FkYk,200700,204700,211500,208800,210000,176600,176900,182500,169600,179000
lsHOQT2GA5CF,872300,883100,926200,936600,882200,636400,648400,631000,638700,646600
BET7NWi8NQ5R,234300,248700,241300,247600,241800,88710,79050,80930,87700,90660
AEN6X6LUozm7,248800,236000,246900,244200,218300,124000,115900,120800,119300,114900
mvaKnatpIpFU,1172000,1129000,1187000,1192000,1074000,356300,336100,331800,310400,320800
OtKYhW4m9iAG,36950,37090,36730,34160,33130,27630,24130,25350,24540,25850
H1DtaPSHvcP3,273300,259100,277300,292800,283200,115700,95040,101900,94940,98020
YJBfnFEiJfNj,9908000,9719000,10570000,9970000,9183000,2891000,2917000,2694000,2634000,2719000
mssFCtjvsn6C,578600,555400,581600,609600,551600,346100,359700,358800,338700,337000
6jfwLFJeYdtw,787300,751500,769100,787100,714100,396700,402300,406700,373400,373000
YFEPywUKmrPB,387300,429600,411100,428300,428700,73280,81630,69630,62730,64030
ThknbX5878MC,342800,359600,387300,366000,373600,58340,39680,35480,37480,34190
5SvLT3hIxg1d,200800,195000,207100,208600,205300,90310,94660,91780,87060,88190
wZXwRkAJCF4U,775000,753500,798000,834300,763500,216800,208600,207200,192500,191800
NnLvo8BXbtJQ,22010,23550,25810,25060,26340,9944,10940,9202,10220,10830
WbmrN6XDQqdT,17360000,17140000,17630000,1.8e+07,16100000,5197000,4899000,4842000,4345000,4665000
PQG19CSHSnIy,558700,578000,621000,578000,581000,233800,208800,204800,197000,221400
qgplrQRHCAl0,1657000,1650000,1702000,1716000,1623000,585900,608500,586500,571900,557100
0FLGK15Z77N1,1758000,1764000,1876000,1842000,1688000,562600,548600,532200,500300,504100
myOvbxzZiKbY,2063000,2042000,2190000,2213000,2050000,297300,282900,237000,234600,263800
RINlsrCxtCPV,193200,206200,201600,212000,213900,21580,13700,8390,9216,6233
2knIZX3bc1Tn,497600,532800,518000,540900,527500,412400,381200,375700,373200,374200
kW7hmS6xH6og,2256000,2211000,2287000,2359000,2204000,696100,691600,705600,675500,676600
vL85RVZp8MkQ,420900,427000,445100,436300,428500,176400,178300,174900,171700,163600
MsAEe2w2tRm5,5374000,5434000,5495000,5333000,5100000,265500,186500,96190,91220,100500
vZOBIiWL3eDX,53560,48230,56270,63290,56050,99840,97480,110800,95910,110700
CKYdlo8cpKZy,349500,362300,359300,375400,369600,127200,125300,113900,125100,123800
aH4awKuZ4fJb,133600,128500,138200,133200,131700,61390,59920,57330,60260,57240
fXTTPO7todyl,1217000,1228000,1246000,1195000,1143000,195400,192000,159800,165600,166000
mG6dfrWSExQT,6832000,6634000,6799000,6852000,6527000,2432000,2466000,2454000,2275000,2341000
07CKvlenxNv6,5794000,5562000,5828000,5996000,5552000,1906000,1880000,1718000,1775000,1885000
kO3NB6RPM4s9,98050,89760,98180,100100,99750,8364,6577,4387,4796,5051
tuAAG4CLHEjl,158100,168600,173700,181500,172600,224200,198300,205600,207000,208800
Of4mYCO2CY8n,63370,68440,71380,68400,61520,43880,38970,41170,39310,38850
pbfa5fGTCYom,633500,642000,657600,649500,597500,260000,253400,241800,246300,222100
l94k1TGk7UQQ,167700,165300,167000,178600,158000,15310,11810,13270,12600,13410
TOIgNGVQ0trf,684800,635500,677100,662900,638300,291300,271200,249200,251500,250400
0KgfqwaoU1LT,838400,832500,847100,866900,792200,377900,365200,376100,366500,362900
agwwnlvgt4N8,1153000,1211000,1313000,1227000,1155000,346700,347700,342500,322300,310200
t9MFohd0m83d,145100,146000,166100,158900,163800,46560,49690,47140,40620,50740
6fpqYmV5Ta8E,239400,235300,239300,243800,238700,24400,22220,22250,19520,22990
YlAPiGMAZ2KF,953300,977600,957000,1011000,956800,671300,652600,690700,644900,664200
SFmcJkL6CJAY,212900,203600,223200,225100,206200,8396,6247,2504,3150,3349
zM4N7RJxncIY,2440000,2420000,2510000,2529000,2313000,633200,642500,590200,523000,572400
NiPMDZ8O2K4g,25630,25280,23740,26510,27420,3373,2493,3960,2830,2741
ToinDEznbxcy,51860,57370,52040,56400,54390,20040,21370,15550,19950,16300
KUk8PyiCiJA7,637400,612200,622300,635500,571200,118000,110400,113700,109800,105300
nKMOmpUwiWER,1030000,987200,1025000,1033000,993700,291100,285200,278800,254300,280500
r03vbWTAqFhQ,4026000,4145000,4184000,4278000,4054000,192500,204000,127700,126700,102700
UAxp1OZRIkwb,515800,514400,555500,558600,522000,270400,278200,265800,254300,271700
5hhlm431HZMX,1591000,1474000,1647000,1624000,1481000,205500,228000,179800,153400,169600
XQesFRPmU0ex,953700,887600,933100,994500,913000,534000,519500,521600,509200,512200
sIlvvtLJcR4z,794300,803300,806900,842900,765800,354500,341700,362500,321000,328500
x3oFpyGwI6Sa,340200,351900,372900,376100,370500,183800,180800,177100,163600,161700
zPJDoIpekEOL,263100,266600,276000,271600,259200,40480,42400,28590,37780,31280
4pXyCx91FMbx,187700,186700,188800,197400,200600,63750,68180,65600,62230,60990
faOHNSP4oKsZ,1285000,1342000,1375000,1367000,1257000,310700,294000,263300,283800,295500
cQYlpp3rc0vB,572600,578100,589400,604900,594900,173800,162000,155000,160000,153200
5r3mW9QJ0pCi,262600,246400,255900,255100,257400,69960,70070,74240,67040,61190
Ch0dUqkVr9w9,691500,676300,759700,730100,658500,16110,6861,1852,12120,8916
zsDuW0fBhk47,745300,762200,830400,735200,777700,271000,268300,269600,266600,259800
Y9RbGl4B9fXQ,338400,328700,342300,357400,331000,197700,196900,195200,186400,190000
0BOqgi77P6G7,829600,785200,830100,837500,759800,56360,61470,58170,52410,50240
7wCUnTcWjx28,1336000,1451000,1429000,1511000,1433000,53170,52260,35760,58110,45150
ZQ3pUUCzbQFI,95520,88330,93380,88260,91580,2841,1839,1203,1063,1745
3Hh7U8MwOobR,190200,187200,194700,197700,184800,102600,103800,103400,95910,93340
zsNUY8QTRToM,2624000,2561000,2668000,2622000,2389000,855200,807700,828600,768700,846900
kJXIAZsul5ln,75170,74150,74350,75950,67860,5356,3007,1855,1492,1848
bZfc9OnUQxSp,23860,27660,31140,32540,30220,6803,7250,5030,4954,5094
eXu1OTnjWelf,10010000,9755000,9959000,10130000,9213000,136100,162500,30830,55550,53480
Ab356Z9qVn0Y,3704000,3635000,3950000,3828000,3543000,427400,402500,269000,256900,347300
6xKu2aeL8GSe,1130000,1159000,1194000,1181000,1114000,414200,390000,391200,408300,394800
viFytfqejYVx,243800,268300,270700,279200,282100,56660,59380,54130,49200,55120
VUp4SiDTF2iG,245700,241200,257300,266700,252900,100400,108100,89960,87050,101600
vMSBZFYP2Shv,1845000,1791000,2024000,1965000,1746000,755800,756200,771600,695600,714800
bpRrIOGtvbtU,50900,52670,51470,55280,56420,28100,23510,25580,24030,24450
rQgzVPNzCiVM,554600,514000,560700,577000,537200,154700,149800,143800,142600,139500
GTAaCtAND5iC,2105000,2069000,2107000,2091000,1873000,64480,51530,36960,28440,31270
KElCf70FPWPR,221900,209200,219000,229600,197200,87440,89120,92020,88550,90650
